gameId,season,reason
1022300051,2023,season_not_in_canonical_box(2025-2026 only)
1022300052,2023,season_not_in_canonical_box(2025-2026 only)
1022300053,2023,season_not_in_canonical_box(2025-2026 only)
1022300054,2023,season_not_in_canonical_box(2025-2026 only)
1022300055,2023,season_not_in_canonical_box(2025-2026 only)
1022300056,2023,season_not_in_canonical_box(2025-2026 only)
1022300057,2023,season_not_in_canonical_box(2025-2026 only)
1022300058,2023,season_not_in_canonical_box(2025-2026 only)
1022300059,2023,season_not_in_canonical_box(2025-2026 only)
1022300060,2023,season_not_in_canonical_box(2025-2026 only)
1022300061,2023,season_not_in_canonical_box(2025-2026 only)
1022300062,2023,season_not_in_canonical_box(2025-2026 only)
1022300063,2023,season_not_in_canonical_box(2025-2026 only)
1022300064,2023,season_not_in_canonical_box(2025-2026 only)
1022300065,2023,season_not_in_canonical_box(2025-2026 only)
1022300066,2023,season_not_in_canonical_box(2025-2026 only)
1022300067,2023,season_not_in_canonical_box(2025-2026 only)
1022300068,2023,season_not_in_canonical_box(2025-2026 only)
1022300069,2023,season_not_in_canonical_box(2025-2026 only)
1022300070,2023,season_not_in_canonical_box(2025-2026 only)
1022300071,2023,season_not_in_canonical_box(2025-2026 only)
1022300072,2023,season_not_in_canonical_box(2025-2026 only)
