stat,family,mean,variance,stored_mass,overflow,normalization_error,support_max
pts,mixture,12.634743159337658,35.040150111723165,0.9999999982613006,1.7386994907621719e-09,0.0,80
pts,mixture,16.768222579308343,43.90119968170882,0.9999999853206304,1.4679368490226807e-08,1.1102230246251565e-15,80
pts,mixture,5.2455226429962565,11.391421960610138,0.9999999999999255,7.472082624640036e-14,2.220446049250313e-16,80
pts,mixture,7.850959757379873,26.00310523221313,0.9999999963646174,3.6353826832953265e-09,2.220446049250313e-16,80
pts,mixture,1.22591133647876,2.6845808513164444,0.9999999999994545,5.453909731310231e-13,1.1102230246251565e-16,80
pts,mixture,14.319462482488738,33.92089829941551,0.9999999997037363,2.962627961803435e-10,8.881784197001252e-16,80
pts,mixture,4.032809620677216,10.792803892319988,0.999999999982132,1.7868187235652692e-11,2.220446049250313e-16,80
pts,mixture,8.717146976719784,21.198772703681698,0.9999999999835365,1.6463627213377104e-11,2.220446049250313e-16,80
pts,mixture,14.70164515753732,36.159851369709486,0.9999999986876086,1.3123907510696625e-09,6.661338147750939e-16,80
pts,mixture,16.812160280495924,45.41503056268232,0.999999961313832,3.8686166986361794e-08,1.1102230246251565e-15,80
pts,mixture,7.2719876509888435,20.644134989793237,0.99999999997338,2.661997243152826e-11,1.1102230246251565e-16,80
pts,mixture,16.206162148330012,81.18359072948488,0.9999999740471262,2.5952873545995244e-08,3.3306690738754696e-16,120
pts,mixture,3.571826013198858,7.261210344743178,0.9999999999999999,1.7879042962277535e-17,1.1102230246251565e-16,80
pts,mixture,1.6384157920622522,4.017667627400446,0.9999999999866744,1.3325728220939085e-11,2.220446049250313e-16,80
pts,mixture,13.339245276011729,29.948000416359662,0.9999999999728867,2.711256986943755e-11,7.771561172376096e-16,80
pts,mixture,17.921768961159422,60.80630803862738,0.9999992172092491,7.827907510380052e-07,2.220446049250313e-16,80
pts,mixture,8.049313574724344,25.689831902484343,0.9999999987589522,1.2410481753157942e-09,4.440892098500626e-16,80
pts,mixture,2.534439312529644,7.413461185210316,0.9999999994073137,5.926866065535984e-10,2.220446049250313e-16,80
pts,mixture,5.4553545046944265,16.93547904896416,0.9999999989158738,1.084126358644715e-09,2.220446049250313e-16,80
pts,mixture,18.660149731247433,65.18509656542625,0.9999999998901349,1.0986519895261393e-10,0.0,120
pts,mixture,17.49747863866401,47.78510521474965,0.999999942462491,5.75375080052496e-08,9.992007221626409e-16,80
pts,mixture,9.30269490234471,26.228888677393712,0.9999999960957876,3.904212558782326e-09,2.220446049250313e-16,80
pts,mixture,16.838900240229073,54.78312290963714,0.9999997418473601,2.581526401914021e-07,2.220446049250313e-16,80
pts,mixture,9.139132486207071,27.64520179120065,0.9999999755075605,2.4492439689420097e-08,2.220446049250313e-16,80
pts,mixture,5.244417358035247,18.552235534968993,0.9999999958869634,4.113037100110735e-09,4.440892098500626e-16,80
